Battalion,Station Area,year,month,value,Division
Battalion 03,Station Area 29,2018,2,80,Division 03
Battalion 03,Station Area 29,2018,3,146,Division 03
Battalion 03,Station Area 29,2018,4,168,Division 03
Battalion 03,Station Area 29,2018,5,170,Division 03
Battalion 03,Station Area 29,2018,6,172,Division 03
Battalion 03,Station Area 29,2018,7,179,Division 03
Battalion 03,Station Area 29,2018,8,159,Division 03
Battalion 03,Station Area 29,2018,9,137,Division 03
Battalion 03,Station Area 29,2018,10,99,Division 03
Battalion 03,Station Area 29,2018,11,171,Division 03
Battalion 03,Station Area 29,2018,12,120,Division 03
Battalion 03,Station Area 29,2019,1,108,Division 03
Battalion 03,Station Area 29,2019,2,119,Division 03
Battalion 03,Station Area 29,2019,3,166,Division 03
Battalion 03,Station Area 29,2019,4,120,Division 03
Battalion 03,Station Area 29,2019,5,204,Division 03
Battalion 03,Station Area 29,2019,6,179,Division 03
Battalion 03,Station Area 29,2019,7,126,Division 03
Battalion 03,Station Area 29,2019,8,121,Division 03
Battalion 03,Station Area 29,2019,9,178,Division 03
Battalion 03,Station Area 29,2019,10,187,Division 03
Battalion 03,Station Area 29,2019,11,151,Division 03
Battalion 03,Station Area 29,2019,12,136,Division 03
Battalion 03,Station Area 29,2020,1,161,Division 03
Battalion 03,Station Area 29,2020,2,169,Division 03
Battalion 03,Station Area 29,2020,3,155,Division 03
Battalion 03,Station Area 29,2020,4,60,Division 03
Battalion 03,Station Area 31,2000,5,15,Division 03
Battalion 03,Station Area 31,2003,4,1,Division 03
Battalion 03,Station Area 31,2007,11,5,Division 03
Battalion 03,Station Area 31,2008,5,6,Division 03
Battalion 03,Station Area 31,2009,6,4,Division 03
Battalion 03,Station Area 31,2010,10,4,Division 03
Battalion 03,Station Area 31,2011,7,3,Division 03
Battalion 03,Station Area 31,2014,5,4,Division 03
Battalion 03,Station Area 31,2014,7,10,Division 03
Battalion 03,Station Area 31,2014,8,1,Division 03
Battalion 03,Station Area 31,2014,9,10,Division 03
Battalion 03,Station Area 31,2014,10,4,Division 03
Battalion 03,Station Area 31,2014,11,9,Division 03
Battalion 03,Station Area 31,2014,12,8,Division 03
Battalion 03,Station Area 31,2015,1,1,Division 03
Battalion 03,Station Area 31,2015,2,5,Division 03
Battalion 03,Station Area 31,2016,6,1,Division 03
Battalion 03,Station Area 31,2016,7,1,Division 03
Battalion 03,Station Area 31,2016,8,2,Division 03
Battalion 03,Station Area 31,2016,11,2,Division 03
Battalion 03,Station Area 31,2016,12,1,Division 03
Battalion 03,Station Area 31,2017,10,4,Division 03
Battalion 03,Station Area 31,2018,11,4,Division 03
Battalion 03,Station Area 31,2018,12,3,Division 03
Battalion 03,Station Area 31,2019,7,4,Division 03
Battalion 03,Station Area 32,2000,9,1,Division 03
Battalion 03,Station Area 32,2008,7,2,Division 03
Battalion 03,Station Area 32,2009,1,4,Division 03
Battalion 03,Station Area 32,2013,2,3,Division 03
Battalion 03,Station Area 32,2015,2,3,Division 03
Battalion 03,Station Area 32,2017,3,3,Division 03
Battalion 03,Station Area 32,2018,7,4,Division 03
Battalion 03,Station Area 32,2018,10,3,Division 03
Battalion 03,Station Area 32,2019,12,3,Division 03
Battalion 03,Station Area 33,2009,12,2,Division 03
Battalion 03,Station Area 33,2010,7,2,Division 03
Battalion 03,Station Area 33,2016,7,1,Division 03
Battalion 03,Station Area 33,2019,10,1,Division 03
Battalion 03,Station Area 34,2001,11,2,Division 03
Battalion 03,Station Area 35,2000,4,165,Division 03
Battalion 03,Station Area 35,2000,5,280,Division 03
Battalion 03,Station Area 35,2000,6,331,Division 03
Battalion 03,Station Area 35,2000,7,325,Division 03
Battalion 03,Station Area 35,2000,8,342,Division 03
Battalion 03,Station Area 35,2000,9,349,Division 03
Battalion 03,Station Area 35,2000,10,337,Division 03
Battalion 03,Station Area 35,2000,11,320,Division 03
Battalion 03,Station Area 35,2000,12,366,Division 03
Battalion 03,Station Area 35,2001,1,295,Division 03
Battalion 03,Station Area 35,2001,2,300,Division 03
Battalion 03,Station Area 35,2001,3,324,Division 03
Battalion 03,Station Area 35,2001,4,277,Division 03
Battalion 03,Station Area 35,2001,5,343,Division 03
Battalion 03,Station Area 35,2001,6,316,Division 03
Battalion 03,Station Area 35,2001,7,284,Division 03
Battalion 03,Station Area 35,2001,8,370,Division 03
Battalion 03,Station Area 35,2001,9,348,Division 03
Battalion 03,Station Area 35,2001,10,445,Division 03
Battalion 03,Station Area 35,2001,11,237,Division 03
Battalion 03,Station Area 35,2001,12,287,Division 03
Battalion 03,Station Area 35,2002,1,287,Division 03
Battalion 03,Station Area 35,2002,2,275,Division 03
Battalion 03,Station Area 35,2002,3,249,Division 03
Battalion 03,Station Area 35,2002,4,256,Division 03
Battalion 03,Station Area 35,2002,5,326,Division 03
Battalion 03,Station Area 35,2002,6,255,Division 03
Battalion 03,Station Area 35,2002,7,320,Division 03
Battalion 03,Station Area 35,2002,8,279,Division 03
Battalion 03,Station Area 35,2002,9,308,Division 03
Battalion 03,Station Area 35,2002,10,326,Division 03
Battalion 03,Station Area 35,2002,11,279,Division 03
Battalion 03,Station Area 35,2002,12,324,Division 03
Battalion 03,Station Area 35,2003,1,295,Division 03
Battalion 03,Station Area 35,2003,2,298,Division 03
Battalion 03,Station Area 35,2003,3,311,Division 03
Battalion 03,Station Area 35,2003,4,341,Division 03
Battalion 03,Station Area 35,2003,5,470,Division 03
Battalion 03,Station Area 35,2003,6,263,Division 03
Battalion 03,Station Area 35,2003,7,363,Division 03
Battalion 03,Station Area 35,2003,8,398,Division 03
Battalion 03,Station Area 35,2003,9,408,Division 03
Battalion 03,Station Area 35,2003,10,331,Division 03
Battalion 03,Station Area 35,2003,11,278,Division 03
Battalion 03,Station Area 35,2003,12,330,Division 03
Battalion 03,Station Area 35,2004,1,323,Division 03
Battalion 03,Station Area 35,2004,2,292,Division 03
Battalion 03,Station Area 35,2004,3,374,Division 03
Battalion 03,Station Area 35,2004,4,361,Division 03
Battalion 03,Station Area 35,2004,5,334,Division 03
Battalion 03,Station Area 35,2004,6,307,Division 03
Battalion 03,Station Area 35,2004,7,391,Division 03
Battalion 03,Station Area 35,2004,8,230,Division 03
Battalion 03,Station Area 35,2004,11,276,Division 03
Battalion 03,Station Area 35,2004,12,394,Division 03
Battalion 03,Station Area 35,2005,1,328,Division 03
Battalion 03,Station Area 35,2005,2,282,Division 03
Battalion 03,Station Area 35,2005,3,308,Division 03
Battalion 03,Station Area 35,2005,4,310,Division 03
Battalion 03,Station Area 35,2005,5,316,Division 03
Battalion 03,Station Area 35,2005,6,317,Division 03
Battalion 03,Station Area 35,2005,7,269,Division 03
Battalion 03,Station Area 35,2005,8,298,Division 03
Battalion 03,Station Area 35,2005,9,317,Division 03
Battalion 03,Station Area 35,2005,10,308,Division 03
Battalion 03,Station Area 35,2005,11,307,Division 03
Battalion 03,Station Area 35,2005,12,338,Division 03
Battalion 03,Station Area 35,2006,1,298,Division 03
Battalion 03,Station Area 35,2006,2,269,Division 03
Battalion 03,Station Area 35,2006,3,280,Division 03
Battalion 03,Station Area 35,2006,4,244,Division 03
Battalion 03,Station Area 35,2006,5,327,Division 03
Battalion 03,Station Area 35,2006,6,244,Division 03
Battalion 03,Station Area 35,2006,7,287,Division 03
Battalion 03,Station Area 35,2006,8,278,Division 03
Battalion 03,Station Area 35,2006,9,322,Division 03
Battalion 03,Station Area 35,2006,10,290,Division 03
Battalion 03,Station Area 35,2006,11,251,Division 03
Battalion 03,Station Area 35,2006,12,278,Division 03
Battalion 03,Station Area 35,2007,1,197,Division 03
Battalion 03,Station Area 35,2007,2,241,Division 03
Battalion 03,Station Area 35,2007,3,267,Division 03
Battalion 03,Station Area 35,2007,4,225,Division 03
Battalion 03,Station Area 35,2007,5,246,Division 03
Battalion 03,Station Area 35,2007,6,310,Division 03
Battalion 03,Station Area 35,2007,7,271,Division 03
Battalion 03,Station Area 35,2007,8,261,Division 03
Battalion 03,Station Area 35,2007,9,236,Division 03
Battalion 03,Station Area 35,2007,10,261,Division 03
Battalion 03,Station Area 35,2007,11,291,Division 03
Battalion 03,Station Area 35,2007,12,354,Division 03
Battalion 03,Station Area 35,2008,1,403,Division 03
Battalion 03,Station Area 35,2008,2,292,Division 03
Battalion 03,Station Area 35,2008,3,312,Division 03
Battalion 03,Station Area 35,2008,4,291,Division 03
Battalion 03,Station Area 35,2008,5,319,Division 03
Battalion 03,Station Area 35,2008,6,307,Division 03
Battalion 03,Station Area 35,2008,7,350,Division 03
Battalion 03,Station Area 35,2008,8,317,Division 03
Battalion 03,Station Area 35,2008,9,273,Division 03
Battalion 03,Station Area 35,2008,10,356,Division 03
Battalion 03,Station Area 35,2008,11,271,Division 03
Battalion 03,Station Area 35,2008,12,302,Division 03
Battalion 03,Station Area 35,2009,1,303,Division 03
Battalion 03,Station Area 35,2009,2,309,Division 03
Battalion 03,Station Area 35,2009,3,266,Division 03
Battalion 03,Station Area 35,2009,4,293,Division 03
Battalion 03,Station Area 35,2009,5,322,Division 03
Battalion 03,Station Area 35,2009,6,315,Division 03
Battalion 03,Station Area 35,2009,7,343,Division 03
Battalion 03,Station Area 35,2009,8,233,Division 03
Battalion 03,Station Area 35,2009,9,312,Division 03
Battalion 03,Station Area 35,2009,10,313,Division 03
Battalion 03,Station Area 35,2009,11,251,Division 03
Battalion 03,Station Area 35,2009,12,345,Division 03
Battalion 03,Station Area 35,2010,1,208,Division 03
Battalion 03,Station Area 35,2010,2,216,Division 03
Battalion 03,Station Area 35,2010,3,237,Division 03
Battalion 03,Station Area 35,2010,4,367,Division 03
Battalion 03,Station Area 35,2010,5,335,Division 03
Battalion 03,Station Area 35,2010,6,333,Division 03
Battalion 03,Station Area 35,2010,7,317,Division 03
Battalion 03,Station Area 35,2010,8,341,Division 03
Battalion 03,Station Area 35,2010,9,249,Division 03
Battalion 03,Station Area 35,2010,10,397,Division 03
Battalion 03,Station Area 35,2010,11,265,Division 03
Battalion 03,Station Area 35,2010,12,303,Division 03
Battalion 03,Station Area 35,2011,1,254,Division 03
Battalion 03,Station Area 35,2011,2,219,Division 03
Battalion 03,Station Area 35,2011,3,275,Division 03
Battalion 03,Station Area 35,2011,4,245,Division 03
Battalion 03,Station Area 35,2011,5,305,Division 03
Battalion 03,Station Area 35,2011,6,235,Division 03
Battalion 03,Station Area 35,2011,7,444,Division 03
Battalion 03,Station Area 35,2011,8,321,Division 03
Battalion 03,Station Area 35,2011,9,299,Division 03
Battalion 03,Station Area 35,2011,10,302,Division 03
Battalion 03,Station Area 35,2011,11,274,Division 03
Battalion 03,Station Area 35,2011,12,351,Division 03
Battalion 03,Station Area 35,2012,1,265,Division 03
Battalion 03,Station Area 35,2012,2,257,Division 03
Battalion 03,Station Area 35,2012,3,273,Division 03
Battalion 03,Station Area 35,2012,4,264,Division 03
Battalion 03,Station Area 35,2012,5,337,Division 03
Battalion 03,Station Area 35,2012,6,336,Division 03
Battalion 03,Station Area 35,2012,7,299,Division 03
Battalion 03,Station Area 35,2012,8,262,Division 03
Battalion 03,Station Area 35,2012,9,303,Division 03
Battalion 03,Station Area 35,2012,10,289,Division 03
Battalion 03,Station Area 35,2012,11,272,Division 03
Battalion 03,Station Area 35,2012,12,280,Division 03
Battalion 03,Station Area 35,2013,1,315,Division 03
Battalion 03,Station Area 35,2013,2,252,Division 03
Battalion 03,Station Area 35,2013,3,254,Division 03
Battalion 03,Station Area 35,2013,4,299,Division 03
Battalion 03,Station Area 35,2013,5,376,Division 03
Battalion 03,Station Area 35,2013,6,317,Division 03
Battalion 03,Station Area 35,2013,7,347,Division 03
Battalion 03,Station Area 35,2013,8,296,Division 03
Battalion 03,Station Area 35,2013,9,426,Division 03
Battalion 03,Station Area 35,2013,10,286,Division 03
Battalion 03,Station Area 35,2013,11,223,Division 03
Battalion 03,Station Area 35,2013,12,312,Division 03
Battalion 03,Station Area 35,2014,1,306,Division 03
Battalion 03,Station Area 35,2014,2,348,Division 03
Battalion 03,Station Area 35,2014,3,325,Division 03
Battalion 03,Station Area 35,2014,4,410,Division 03
Battalion 03,Station Area 35,2014,5,454,Division 03
Battalion 03,Station Area 35,2014,6,430,Division 03
Battalion 03,Station Area 35,2014,7,279,Division 03
Battalion 03,Station Area 35,2014,8,411,Division 03
Battalion 03,Station Area 35,2014,9,325,Division 03
Battalion 03,Station Area 35,2014,10,382,Division 03
Battalion 03,Station Area 35,2014,11,411,Division 03
Battalion 03,Station Area 35,2014,12,409,Division 03
Battalion 03,Station Area 35,2015,1,419,Division 03
Battalion 03,Station Area 35,2015,2,388,Division 03
Battalion 03,Station Area 35,2015,3,417,Division 03
Battalion 03,Station Area 35,2015,4,376,Division 03
Battalion 03,Station Area 35,2015,5,451,Division 03
Battalion 03,Station Area 35,2015,6,407,Division 03
Battalion 03,Station Area 35,2015,7,441,Division 03
Battalion 03,Station Area 35,2015,8,423,Division 03
Battalion 03,Station Area 35,2015,9,474,Division 03
Battalion 03,Station Area 35,2015,10,390,Division 03
Battalion 03,Station Area 35,2015,11,398,Division 03
Battalion 03,Station Area 35,2015,12,378,Division 03
Battalion 03,Station Area 35,2016,1,360,Division 03
Battalion 03,Station Area 35,2016,2,355,Division 03
Battalion 03,Station Area 35,2016,3,426,Division 03
Battalion 03,Station Area 35,2016,4,459,Division 03
Battalion 03,Station Area 35,2016,5,429,Division 03
Battalion 03,Station Area 35,2016,6,489,Division 03
Battalion 03,Station Area 35,2016,7,492,Division 03
Battalion 03,Station Area 35,2016,8,419,Division 03
Battalion 03,Station Area 35,2016,9,425,Division 03
Battalion 03,Station Area 35,2016,10,468,Division 03
Battalion 03,Station Area 35,2016,11,416,Division 03
Battalion 03,Station Area 35,2016,12,433,Division 03
Battalion 03,Station Area 35,2017,1,413,Division 03
Battalion 03,Station Area 35,2017,2,384,Division 03
Battalion 03,Station Area 35,2017,3,402,Division 03
Battalion 03,Station Area 35,2017,4,426,Division 03
Battalion 03,Station Area 35,2017,5,721,Division 03
Battalion 03,Station Area 35,2017,6,619,Division 03
Battalion 03,Station Area 35,2017,7,580,Division 03
Battalion 03,Station Area 35,2017,8,592,Division 03
Battalion 03,Station Area 35,2017,9,605,Division 03
Battalion 03,Station Area 35,2017,10,536,Division 03
Battalion 03,Station Area 35,2017,11,546,Division 03
Battalion 03,Station Area 35,2017,12,570,Division 03
Battalion 03,Station Area 35,2018,1,614,Division 03
Battalion 03,Station Area 35,2018,2,605,Division 03
Battalion 03,Station Area 35,2018,3,624,Division 03
Battalion 03,Station Area 35,2018,4,600,Division 03
Battalion 03,Station Area 35,2018,5,674,Division 03
Battalion 03,Station Area 35,2018,6,718,Division 03
Battalion 03,Station Area 35,2018,7,715,Division 03
Battalion 03,Station Area 35,2018,8,704,Division 03
Battalion 03,Station Area 35,2018,9,604,Division 03
Battalion 03,Station Area 35,2018,10,669,Division 03
Battalion 03,Station Area 35,2018,11,554,Division 03
Battalion 03,Station Area 35,2018,12,585,Division 03
Battalion 03,Station Area 35,2019,1,630,Division 03
Battalion 03,Station Area 35,2019,2,704,Division 03
Battalion 03,Station Area 35,2019,3,628,Division 03
Battalion 03,Station Area 35,2019,4,514,Division 03
Battalion 03,Station Area 35,2019,5,632,Division 03
Battalion 03,Station Area 35,2019,6,653,Division 03
Battalion 03,Station Area 35,2019,7,595,Division 03
Battalion 03,Station Area 35,2019,8,701,Division 03
Battalion 03,Station Area 35,2019,9,712,Division 03
Battalion 03,Station Area 35,2019,10,749,Division 03
Battalion 03,Station Area 35,2019,11,577,Division 03
Battalion 03,Station Area 35,2019,12,696,Division 03
Battalion 03,Station Area 35,2020,1,627,Division 03
Battalion 03,Station Area 35,2020,2,669,Division 03
Battalion 03,Station Area 35,2020,3,608,Division 03
Battalion 03,Station Area 35,2020,4,273,Division 03
Battalion 03,Station Area 36,2000,11,3,Division 03
Battalion 03,Station Area 36,2001,11,5,Division 03
Battalion 03,Station Area 36,2003,8,1,Division 03
Battalion 03,Station Area 36,2004,6,1,Division 03
Battalion 03,Station Area 36,2004,8,5,Division 03
Battalion 03,Station Area 36,2005,2,2,Division 03
Battalion 03,Station Area 36,2006,4,3,Division 03
Battalion 03,Station Area 36,2006,7,1,Division 03
Battalion 03,Station Area 36,2006,10,1,Division 03
Battalion 03,Station Area 36,2007,1,3,Division 03
Battalion 03,Station Area 36,2007,5,5,Division 03
Battalion 03,Station Area 36,2007,8,2,Division 03
Battalion 03,Station Area 36,2007,10,1,Division 03
Battalion 03,Station Area 36,2008,3,1,Division 03
Battalion 03,Station Area 36,2008,9,3,Division 03
Battalion 03,Station Area 36,2008,10,6,Division 03
Battalion 03,Station Area 36,2009,4,3,Division 03
Battalion 03,Station Area 36,2009,7,2,Division 03
Battalion 03,Station Area 36,2009,8,3,Division 03
Battalion 03,Station Area 36,2009,10,2,Division 03
Battalion 03,Station Area 36,2010,2,2,Division 03
Battalion 03,Station Area 36,2010,4,2,Division 03
Battalion 03,Station Area 36,2010,11,2,Division 03
Battalion 03,Station Area 36,2011,3,2,Division 03
Battalion 03,Station Area 36,2011,4,2,Division 03
Battalion 03,Station Area 36,2011,8,1,Division 03
Battalion 03,Station Area 36,2012,2,5,Division 03
Battalion 03,Station Area 36,2012,4,1,Division 03
Battalion 03,Station Area 36,2012,6,1,Division 03
Battalion 03,Station Area 36,2012,7,3,Division 03
Battalion 03,Station Area 36,2012,8,2,Division 03
