Battalion,Station Area,year,month,value,Division
Battalion 09,Station Area 32,2020,1,175,Division 03
Battalion 09,Station Area 32,2020,2,168,Division 03
Battalion 09,Station Area 32,2020,3,98,Division 03
Battalion 09,Station Area 32,2020,4,42,Division 03
Battalion 09,Station Area 33,2000,4,128,Division 03
Battalion 09,Station Area 33,2000,5,276,Division 03
Battalion 09,Station Area 33,2000,6,327,Division 03
Battalion 09,Station Area 33,2000,7,267,Division 03
Battalion 09,Station Area 33,2000,8,385,Division 03
Battalion 09,Station Area 33,2000,9,309,Division 03
Battalion 09,Station Area 33,2000,10,270,Division 03
Battalion 09,Station Area 33,2000,11,309,Division 03
Battalion 09,Station Area 33,2000,12,256,Division 03
Battalion 09,Station Area 33,2001,1,333,Division 03
Battalion 09,Station Area 33,2001,2,244,Division 03
Battalion 09,Station Area 33,2001,3,316,Division 03
Battalion 09,Station Area 33,2001,4,290,Division 03
Battalion 09,Station Area 33,2001,5,344,Division 03
Battalion 09,Station Area 33,2001,6,351,Division 03
Battalion 09,Station Area 33,2001,7,268,Division 03
Battalion 09,Station Area 33,2001,8,307,Division 03
Battalion 09,Station Area 33,2001,9,291,Division 03
Battalion 09,Station Area 33,2001,10,295,Division 03
Battalion 09,Station Area 33,2001,11,207,Division 03
Battalion 09,Station Area 33,2001,12,259,Division 03
Battalion 09,Station Area 33,2002,1,351,Division 03
Battalion 09,Station Area 33,2002,2,369,Division 03
Battalion 09,Station Area 33,2002,3,404,Division 03
Battalion 09,Station Area 33,2002,4,438,Division 03
Battalion 09,Station Area 33,2002,5,396,Division 03
Battalion 09,Station Area 33,2002,6,315,Division 03
Battalion 09,Station Area 33,2002,7,251,Division 03
Battalion 09,Station Area 33,2002,8,323,Division 03
Battalion 09,Station Area 33,2002,9,335,Division 03
Battalion 09,Station Area 33,2002,10,421,Division 03
Battalion 09,Station Area 33,2002,11,376,Division 03
Battalion 09,Station Area 33,2002,12,315,Division 03
Battalion 09,Station Area 33,2003,1,411,Division 03
Battalion 09,Station Area 33,2003,2,339,Division 03
Battalion 09,Station Area 33,2003,3,331,Division 03
Battalion 09,Station Area 33,2003,4,345,Division 03
Battalion 09,Station Area 33,2003,5,312,Division 03
Battalion 09,Station Area 33,2003,6,348,Division 03
Battalion 09,Station Area 33,2003,7,295,Division 03
Battalion 09,Station Area 33,2003,8,389,Division 03
Battalion 09,Station Area 33,2003,9,333,Division 03
Battalion 09,Station Area 33,2003,10,359,Division 03
Battalion 09,Station Area 33,2003,11,350,Division 03
Battalion 09,Station Area 33,2003,12,428,Division 03
Battalion 09,Station Area 33,2004,1,417,Division 03
Battalion 09,Station Area 33,2004,2,418,Division 03
Battalion 09,Station Area 33,2004,3,305,Division 03
Battalion 09,Station Area 33,2004,4,387,Division 03
Battalion 09,Station Area 33,2004,5,418,Division 03
Battalion 09,Station Area 33,2004,6,326,Division 03
Battalion 09,Station Area 33,2004,7,346,Division 03
Battalion 09,Station Area 33,2004,8,149,Division 03
Battalion 09,Station Area 33,2004,11,278,Division 03
Battalion 09,Station Area 33,2004,12,317,Division 03
Battalion 09,Station Area 33,2005,1,334,Division 03
Battalion 09,Station Area 33,2005,2,272,Division 03
Battalion 09,Station Area 33,2005,3,357,Division 03
Battalion 09,Station Area 33,2005,4,254,Division 03
Battalion 09,Station Area 33,2005,5,374,Division 03
Battalion 09,Station Area 33,2005,6,290,Division 03
Battalion 09,Station Area 33,2005,7,279,Division 03
Battalion 09,Station Area 33,2005,8,316,Division 03
Battalion 09,Station Area 33,2005,9,309,Division 03
Battalion 09,Station Area 33,2005,10,353,Division 03
Battalion 09,Station Area 33,2005,11,269,Division 03
Battalion 09,Station Area 33,2005,12,314,Division 03
Battalion 09,Station Area 33,2006,1,367,Division 03
Battalion 09,Station Area 33,2006,2,287,Division 03
Battalion 09,Station Area 33,2006,3,410,Division 03
Battalion 09,Station Area 33,2006,4,355,Division 03
Battalion 09,Station Area 33,2006,5,306,Division 03
Battalion 09,Station Area 33,2006,6,282,Division 03
Battalion 09,Station Area 33,2006,7,327,Division 03
Battalion 09,Station Area 33,2006,8,272,Division 03
Battalion 09,Station Area 33,2006,9,336,Division 03
Battalion 09,Station Area 33,2006,10,365,Division 03
Battalion 09,Station Area 33,2006,11,352,Division 03
Battalion 09,Station Area 33,2006,12,409,Division 03
Battalion 09,Station Area 33,2007,1,457,Division 03
Battalion 09,Station Area 33,2007,2,285,Division 03
Battalion 09,Station Area 33,2007,3,324,Division 03
Battalion 09,Station Area 33,2007,4,312,Division 03
Battalion 09,Station Area 33,2007,5,259,Division 03
Battalion 09,Station Area 33,2007,6,303,Division 03
Battalion 09,Station Area 33,2007,7,257,Division 03
Battalion 09,Station Area 33,2007,8,317,Division 03
Battalion 09,Station Area 33,2007,9,258,Division 03
Battalion 09,Station Area 33,2007,10,239,Division 03
Battalion 09,Station Area 33,2007,11,296,Division 03
Battalion 09,Station Area 33,2007,12,336,Division 03
Battalion 09,Station Area 33,2008,1,306,Division 03
Battalion 09,Station Area 33,2008,2,296,Division 03
Battalion 09,Station Area 33,2008,3,302,Division 03
Battalion 09,Station Area 33,2008,4,266,Division 03
Battalion 09,Station Area 33,2008,5,258,Division 03
Battalion 09,Station Area 33,2008,6,258,Division 03
Battalion 09,Station Area 33,2008,7,314,Division 03
Battalion 09,Station Area 33,2008,8,269,Division 03
Battalion 09,Station Area 33,2008,9,241,Division 03
Battalion 09,Station Area 33,2008,10,280,Division 03
Battalion 09,Station Area 33,2008,11,286,Division 03
Battalion 09,Station Area 33,2008,12,314,Division 03
Battalion 09,Station Area 33,2009,1,305,Division 03
Battalion 09,Station Area 33,2009,2,343,Division 03
Battalion 09,Station Area 33,2009,3,320,Division 03
Battalion 09,Station Area 33,2009,4,327,Division 03
Battalion 09,Station Area 33,2009,5,322,Division 03
Battalion 09,Station Area 33,2009,6,286,Division 03
Battalion 09,Station Area 33,2009,7,299,Division 03
Battalion 09,Station Area 33,2009,8,270,Division 03
Battalion 09,Station Area 33,2009,9,310,Division 03
Battalion 09,Station Area 33,2009,10,282,Division 03
Battalion 09,Station Area 33,2009,11,340,Division 03
Battalion 09,Station Area 33,2009,12,308,Division 03
Battalion 09,Station Area 33,2010,1,359,Division 03
Battalion 09,Station Area 33,2010,2,222,Division 03
Battalion 09,Station Area 33,2010,3,251,Division 03
Battalion 09,Station Area 33,2010,4,281,Division 03
Battalion 09,Station Area 33,2010,5,330,Division 03
Battalion 09,Station Area 33,2010,6,251,Division 03
Battalion 09,Station Area 33,2010,7,308,Division 03
Battalion 09,Station Area 33,2010,8,297,Division 03
Battalion 09,Station Area 33,2010,9,252,Division 03
Battalion 09,Station Area 33,2010,10,349,Division 03
Battalion 09,Station Area 33,2010,11,246,Division 03
Battalion 09,Station Area 33,2010,12,308,Division 03
Battalion 09,Station Area 33,2011,1,306,Division 03
Battalion 09,Station Area 33,2011,2,288,Division 03
Battalion 09,Station Area 33,2011,3,364,Division 03
Battalion 09,Station Area 33,2011,4,273,Division 03
Battalion 09,Station Area 33,2011,5,328,Division 03
Battalion 09,Station Area 33,2011,6,308,Division 03
Battalion 09,Station Area 33,2011,7,333,Division 03
Battalion 09,Station Area 33,2011,8,299,Division 03
Battalion 09,Station Area 33,2011,9,361,Division 03
Battalion 09,Station Area 33,2011,10,349,Division 03
Battalion 09,Station Area 33,2011,11,265,Division 03
Battalion 09,Station Area 33,2011,12,307,Division 03
Battalion 09,Station Area 33,2012,1,338,Division 03
Battalion 09,Station Area 33,2012,2,343,Division 03
Battalion 09,Station Area 33,2012,3,336,Division 03
Battalion 09,Station Area 33,2012,4,271,Division 03
Battalion 09,Station Area 33,2012,5,261,Division 03
Battalion 09,Station Area 33,2012,6,316,Division 03
Battalion 09,Station Area 33,2012,7,328,Division 03
Battalion 09,Station Area 33,2012,8,292,Division 03
Battalion 09,Station Area 33,2012,9,243,Division 03
Battalion 09,Station Area 33,2012,10,274,Division 03
Battalion 09,Station Area 33,2012,11,369,Division 03
Battalion 09,Station Area 33,2012,12,407,Division 03
Battalion 09,Station Area 33,2013,1,352,Division 03
Battalion 09,Station Area 33,2013,2,252,Division 03
Battalion 09,Station Area 33,2013,3,306,Division 03
Battalion 09,Station Area 33,2013,4,303,Division 03
Battalion 09,Station Area 33,2013,5,352,Division 03
Battalion 09,Station Area 33,2013,6,332,Division 03
Battalion 09,Station Area 33,2013,7,310,Division 03
Battalion 09,Station Area 33,2013,8,335,Division 03
Battalion 09,Station Area 33,2013,9,330,Division 03
Battalion 09,Station Area 33,2013,10,337,Division 03
Battalion 09,Station Area 33,2013,11,305,Division 03
Battalion 09,Station Area 33,2013,12,371,Division 03
Battalion 09,Station Area 33,2014,1,274,Division 03
Battalion 09,Station Area 33,2014,2,279,Division 03
Battalion 09,Station Area 33,2014,3,279,Division 03
Battalion 09,Station Area 33,2014,4,313,Division 03
Battalion 09,Station Area 33,2014,5,320,Division 03
Battalion 09,Station Area 33,2014,6,280,Division 03
Battalion 09,Station Area 33,2014,7,317,Division 03
Battalion 09,Station Area 33,2014,8,249,Division 03
Battalion 09,Station Area 33,2014,9,367,Division 03
Battalion 09,Station Area 33,2014,10,319,Division 03
Battalion 09,Station Area 33,2014,11,373,Division 03
Battalion 09,Station Area 33,2014,12,421,Division 03
Battalion 09,Station Area 33,2015,1,426,Division 03
Battalion 09,Station Area 33,2015,2,285,Division 03
Battalion 09,Station Area 33,2015,3,339,Division 03
Battalion 09,Station Area 33,2015,4,290,Division 03
Battalion 09,Station Area 33,2015,5,378,Division 03
Battalion 09,Station Area 33,2015,6,412,Division 03
Battalion 09,Station Area 33,2015,7,271,Division 03
Battalion 09,Station Area 33,2015,8,343,Division 03
Battalion 09,Station Area 33,2015,9,282,Division 03
Battalion 09,Station Area 33,2015,10,276,Division 03
Battalion 09,Station Area 33,2015,11,305,Division 03
Battalion 09,Station Area 33,2015,12,308,Division 03
Battalion 09,Station Area 33,2016,1,321,Division 03
Battalion 09,Station Area 33,2016,2,336,Division 03
Battalion 09,Station Area 33,2016,3,364,Division 03
Battalion 09,Station Area 33,2016,4,318,Division 03
Battalion 09,Station Area 33,2016,5,370,Division 03
Battalion 09,Station Area 33,2016,6,319,Division 03
Battalion 09,Station Area 33,2016,7,417,Division 03
Battalion 09,Station Area 33,2016,8,375,Division 03
Battalion 09,Station Area 33,2016,9,352,Division 03
Battalion 09,Station Area 33,2016,10,403,Division 03
Battalion 09,Station Area 33,2016,11,406,Division 03
Battalion 09,Station Area 33,2016,12,373,Division 03
Battalion 09,Station Area 33,2017,1,371,Division 03
Battalion 09,Station Area 33,2017,2,311,Division 03
Battalion 09,Station Area 33,2017,3,365,Division 03
Battalion 09,Station Area 33,2017,4,266,Division 03
Battalion 09,Station Area 33,2017,5,297,Division 03
Battalion 09,Station Area 33,2017,6,259,Division 03
Battalion 09,Station Area 33,2017,7,327,Division 03
Battalion 09,Station Area 33,2017,8,329,Division 03
Battalion 09,Station Area 33,2017,9,332,Division 03
Battalion 09,Station Area 33,2017,10,311,Division 03
Battalion 09,Station Area 33,2017,11,286,Division 03
Battalion 09,Station Area 33,2017,12,295,Division 03
Battalion 09,Station Area 33,2018,1,319,Division 03
Battalion 09,Station Area 33,2018,2,249,Division 03
Battalion 09,Station Area 33,2018,3,276,Division 03
Battalion 09,Station Area 33,2018,4,323,Division 03
Battalion 09,Station Area 33,2018,5,297,Division 03
Battalion 09,Station Area 33,2018,6,299,Division 03
Battalion 09,Station Area 33,2018,7,302,Division 03
Battalion 09,Station Area 33,2018,8,229,Division 03
Battalion 09,Station Area 33,2018,9,269,Division 03
Battalion 09,Station Area 33,2018,10,322,Division 03
Battalion 09,Station Area 33,2018,11,338,Division 03
Battalion 09,Station Area 33,2018,12,331,Division 03
Battalion 09,Station Area 33,2019,1,351,Division 03
Battalion 09,Station Area 33,2019,2,292,Division 03
Battalion 09,Station Area 33,2019,3,332,Division 03
Battalion 09,Station Area 33,2019,4,299,Division 03
Battalion 09,Station Area 33,2019,5,301,Division 03
Battalion 09,Station Area 33,2019,6,344,Division 03
Battalion 09,Station Area 33,2019,7,289,Division 03
Battalion 09,Station Area 33,2019,8,260,Division 03
Battalion 09,Station Area 33,2019,9,411,Division 03
Battalion 09,Station Area 33,2019,10,299,Division 03
Battalion 09,Station Area 33,2019,11,288,Division 03
Battalion 09,Station Area 33,2019,12,365,Division 03
Battalion 09,Station Area 33,2020,1,353,Division 03
Battalion 09,Station Area 33,2020,2,290,Division 03
Battalion 09,Station Area 33,2020,3,340,Division 03
Battalion 09,Station Area 33,2020,4,188,Division 03
Battalion 09,Station Area 34,2009,6,4,Division 03
Battalion 09,Station Area 34,2019,3,4,Division 03
Battalion 09,Station Area 35,2014,10,4,Division 03
Battalion 09,Station Area 35,2015,9,4,Division 03
Battalion 09,Station Area 35,2018,1,2,Division 03
Battalion 09,Station Area 36,2000,12,1,Division 03
Battalion 09,Station Area 36,2001,1,2,Division 03
Battalion 09,Station Area 36,2001,2,1,Division 03
Battalion 09,Station Area 36,2001,9,1,Division 03
Battalion 09,Station Area 36,2007,7,2,Division 03
Battalion 09,Station Area 36,2008,3,6,Division 03
Battalion 09,Station Area 36,2010,2,2,Division 03
Battalion 09,Station Area 36,2011,1,1,Division 03
Battalion 09,Station Area 36,2016,4,2,Division 03
Battalion 09,Station Area 39,2000,4,33,Division 03
Battalion 09,Station Area 39,2000,5,75,Division 03
Battalion 09,Station Area 39,2000,6,61,Division 03
Battalion 09,Station Area 39,2000,7,44,Division 03
Battalion 09,Station Area 39,2000,8,43,Division 03
Battalion 09,Station Area 39,2000,9,80,Division 03
Battalion 09,Station Area 39,2000,10,50,Division 03
Battalion 09,Station Area 39,2000,11,57,Division 03
Battalion 09,Station Area 39,2000,12,45,Division 03
Battalion 09,Station Area 39,2001,1,49,Division 03
Battalion 09,Station Area 39,2001,2,26,Division 03
Battalion 09,Station Area 39,2001,3,42,Division 03
Battalion 09,Station Area 39,2001,4,55,Division 03
Battalion 09,Station Area 39,2001,5,38,Division 03
Battalion 09,Station Area 39,2001,6,61,Division 03
Battalion 09,Station Area 39,2001,7,58,Division 03
Battalion 09,Station Area 39,2001,8,29,Division 03
Battalion 09,Station Area 39,2001,9,59,Division 03
Battalion 09,Station Area 39,2001,10,69,Division 03
Battalion 09,Station Area 39,2001,11,63,Division 03
Battalion 09,Station Area 39,2001,12,56,Division 03
Battalion 09,Station Area 39,2002,1,70,Division 03
Battalion 09,Station Area 39,2002,2,71,Division 03
Battalion 09,Station Area 39,2002,3,55,Division 03
Battalion 09,Station Area 39,2002,4,89,Division 03
Battalion 09,Station Area 39,2002,5,94,Division 03
Battalion 09,Station Area 39,2002,6,43,Division 03
Battalion 09,Station Area 39,2002,7,26,Division 03
Battalion 09,Station Area 39,2002,8,58,Division 03
Battalion 09,Station Area 39,2002,9,46,Division 03
Battalion 09,Station Area 39,2002,10,54,Division 03
Battalion 09,Station Area 39,2002,11,54,Division 03
Battalion 09,Station Area 39,2002,12,86,Division 03
Battalion 09,Station Area 39,2003,1,62,Division 03
Battalion 09,Station Area 39,2003,2,58,Division 03
Battalion 09,Station Area 39,2003,3,66,Division 03
Battalion 09,Station Area 39,2003,4,50,Division 03
Battalion 09,Station Area 39,2003,5,62,Division 03
Battalion 09,Station Area 39,2003,6,72,Division 03
Battalion 09,Station Area 39,2003,7,52,Division 03
Battalion 09,Station Area 39,2003,8,76,Division 03
Battalion 09,Station Area 39,2003,9,73,Division 03
Battalion 09,Station Area 39,2003,10,55,Division 03
Battalion 09,Station Area 39,2003,11,50,Division 03
Battalion 09,Station Area 39,2003,12,86,Division 03
Battalion 09,Station Area 39,2004,1,90,Division 03
Battalion 09,Station Area 39,2004,2,58,Division 03
Battalion 09,Station Area 39,2004,3,64,Division 03
Battalion 09,Station Area 39,2004,4,57,Division 03
Battalion 09,Station Area 39,2004,5,39,Division 03
Battalion 09,Station Area 39,2004,6,52,Division 03
Battalion 09,Station Area 39,2004,7,62,Division 03
Battalion 09,Station Area 39,2004,8,47,Division 03
Battalion 09,Station Area 39,2004,11,72,Division 03
Battalion 09,Station Area 39,2004,12,90,Division 03
Battalion 09,Station Area 39,2005,1,105,Division 03
Battalion 09,Station Area 39,2005,2,46,Division 03
Battalion 09,Station Area 39,2005,3,70,Division 03
Battalion 09,Station Area 39,2005,4,67,Division 03
Battalion 09,Station Area 39,2005,5,49,Division 03
Battalion 09,Station Area 39,2005,6,44,Division 03
Battalion 09,Station Area 39,2005,7,59,Division 03
Battalion 09,Station Area 39,2005,8,42,Division 03
Battalion 09,Station Area 39,2005,9,59,Division 03
Battalion 09,Station Area 39,2005,10,74,Division 03
Battalion 09,Station Area 39,2005,11,56,Division 03
Battalion 09,Station Area 39,2005,12,84,Division 03
Battalion 09,Station Area 39,2006,1,63,Division 03
Battalion 09,Station Area 39,2006,2,79,Division 03
Battalion 09,Station Area 39,2006,3,52,Division 03
Battalion 09,Station Area 39,2006,4,65,Division 03
Battalion 09,Station Area 39,2006,5,65,Division 03
Battalion 09,Station Area 39,2006,6,62,Division 03
Battalion 09,Station Area 39,2006,7,49,Division 03
Battalion 09,Station Area 39,2006,8,52,Division 03
Battalion 09,Station Area 39,2006,9,39,Division 03
Battalion 09,Station Area 39,2006,10,70,Division 03
Battalion 09,Station Area 39,2006,11,51,Division 03
Battalion 09,Station Area 39,2006,12,56,Division 03
Battalion 09,Station Area 39,2007,1,62,Division 03
Battalion 09,Station Area 39,2007,2,51,Division 03
Battalion 09,Station Area 39,2007,3,62,Division 03
Battalion 09,Station Area 39,2007,4,50,Division 03
Battalion 09,Station Area 39,2007,5,54,Division 03
Battalion 09,Station Area 39,2007,6,43,Division 03
Battalion 09,Station Area 39,2007,7,45,Division 03
Battalion 09,Station Area 39,2007,8,77,Division 03
Battalion 09,Station Area 39,2007,9,65,Division 03
Battalion 09,Station Area 39,2007,10,59,Division 03
Battalion 09,Station Area 39,2007,11,70,Division 03
Battalion 09,Station Area 39,2007,12,75,Division 03
Battalion 09,Station Area 39,2008,1,68,Division 03
Battalion 09,Station Area 39,2008,2,83,Division 03
Battalion 09,Station Area 39,2008,3,56,Division 03
Battalion 09,Station Area 39,2008,4,49,Division 03
Battalion 09,Station Area 39,2008,5,66,Division 03
Battalion 09,Station Area 39,2008,6,44,Division 03
Battalion 09,Station Area 39,2008,7,43,Division 03
Battalion 09,Station Area 39,2008,8,46,Division 03
Battalion 09,Station Area 39,2008,9,27,Division 03
Battalion 09,Station Area 39,2008,10,37,Division 03
Battalion 09,Station Area 39,2008,11,53,Division 03
Battalion 09,Station Area 39,2008,12,57,Division 03
Battalion 09,Station Area 39,2009,1,67,Division 03
Battalion 09,Station Area 39,2009,2,43,Division 03
Battalion 09,Station Area 39,2009,3,55,Division 03
Battalion 09,Station Area 39,2009,4,47,Division 03
Battalion 09,Station Area 39,2009,5,33,Division 03
Battalion 09,Station Area 39,2009,6,47,Division 03
Battalion 09,Station Area 39,2009,7,53,Division 03
Battalion 09,Station Area 39,2009,8,56,Division 03
Battalion 09,Station Area 39,2009,9,38,Division 03
Battalion 09,Station Area 39,2009,10,39,Division 03
Battalion 09,Station Area 39,2009,11,65,Division 03
Battalion 09,Station Area 39,2009,12,84,Division 03
Battalion 09,Station Area 39,2010,1,49,Division 03
Battalion 09,Station Area 39,2010,2,49,Division 03
Battalion 09,Station Area 39,2010,3,93,Division 03
Battalion 09,Station Area 39,2010,4,41,Division 03
Battalion 09,Station Area 39,2010,5,61,Division 03
Battalion 09,Station Area 39,2010,6,49,Division 03
Battalion 09,Station Area 39,2010,7,71,Division 03
Battalion 09,Station Area 39,2010,8,53,Division 03
Battalion 09,Station Area 39,2010,9,62,Division 03
Battalion 09,Station Area 39,2010,10,67,Division 03
Battalion 09,Station Area 39,2010,11,53,Division 03
Battalion 09,Station Area 39,2010,12,55,Division 03
Battalion 09,Station Area 39,2011,1,48,Division 03
Battalion 09,Station Area 39,2011,2,46,Division 03
Battalion 09,Station Area 39,2011,3,76,Division 03
Battalion 09,Station Area 39,2011,4,68,Division 03
Battalion 09,Station Area 39,2011,5,64,Division 03
Battalion 09,Station Area 39,2011,6,52,Division 03
Battalion 09,Station Area 39,2011,7,43,Division 03
Battalion 09,Station Area 39,2011,8,53,Division 03
Battalion 09,Station Area 39,2011,9,60,Division 03
Battalion 09,Station Area 39,2011,10,56,Division 03
Battalion 09,Station Area 39,2011,11,57,Division 03
Battalion 09,Station Area 39,2011,12,79,Division 03
Battalion 09,Station Area 39,2012,1,111,Division 03
Battalion 09,Station Area 39,2012,2,45,Division 03
Battalion 09,Station Area 39,2012,3,76,Division 03
Battalion 09,Station Area 39,2012,4,52,Division 03
Battalion 09,Station Area 39,2012,5,40,Division 03
Battalion 09,Station Area 39,2012,6,57,Division 03
Battalion 09,Station Area 39,2012,7,57,Division 03
Battalion 09,Station Area 39,2012,8,58,Division 03
Battalion 09,Station Area 39,2012,9,57,Division 03
Battalion 09,Station Area 39,2012,10,34,Division 03
Battalion 09,Station Area 39,2012,11,56,Division 03
Battalion 09,Station Area 39,2012,12,79,Division 03
Battalion 09,Station Area 39,2013,1,32,Division 03
Battalion 09,Station Area 39,2013,2,61,Division 03
Battalion 09,Station Area 39,2013,3,59,Division 03
Battalion 09,Station Area 39,2013,4,50,Division 03
Battalion 09,Station Area 39,2013,5,74,Division 03
Battalion 09,Station Area 39,2013,6,39,Division 03
Battalion 09,Station Area 39,2013,7,47,Division 03
Battalion 09,Station Area 39,2013,8,59,Division 03
Battalion 09,Station Area 39,2013,9,36,Division 03
Battalion 09,Station Area 39,2013,10,66,Division 03
Battalion 09,Station Area 39,2013,11,32,Division 03
Battalion 09,Station Area 39,2013,12,50,Division 03
Battalion 09,Station Area 39,2014,1,68,Division 03
Battalion 09,Station Area 39,2014,2,27,Division 03
Battalion 09,Station Area 39,2014,3,52,Division 03
Battalion 09,Station Area 39,2014,4,51,Division 03
Battalion 09,Station Area 39,2014,5,53,Division 03
Battalion 09,Station Area 39,2014,6,42,Division 03
Battalion 09,Station Area 39,2014,7,45,Division 03
Battalion 09,Station Area 39,2014,8,46,Division 03
Battalion 09,Station Area 39,2014,9,71,Division 03
Battalion 09,Station Area 39,2014,10,50,Division 03
Battalion 09,Station Area 39,2014,11,50,Division 03
Battalion 09,Station Area 39,2014,12,83,Division 03
Battalion 09,Station Area 39,2015,1,96,Division 03
Battalion 09,Station Area 39,2015,2,70,Division 03
Battalion 09,Station Area 39,2015,3,84,Division 03
Battalion 09,Station Area 39,2015,4,42,Division 03
Battalion 09,Station Area 39,2015,5,62,Division 03
Battalion 09,Station Area 39,2015,6,71,Division 03
Battalion 09,Station Area 39,2015,7,58,Division 03
Battalion 09,Station Area 39,2015,8,57,Division 03
Battalion 09,Station Area 39,2015,9,74,Division 03
Battalion 09,Station Area 39,2015,10,45,Division 03
Battalion 09,Station Area 39,2015,11,72,Division 03
Battalion 09,Station Area 39,2015,12,77,Division 03
Battalion 09,Station Area 39,2016,1,61,Division 03
Battalion 09,Station Area 39,2016,2,51,Division 03
Battalion 09,Station Area 39,2016,3,52,Division 03
Battalion 09,Station Area 39,2016,4,35,Division 03
Battalion 09,Station Area 39,2016,5,71,Division 03
Battalion 09,Station Area 39,2016,6,30,Division 03
Battalion 09,Station Area 39,2016,7,43,Division 03
Battalion 09,Station Area 39,2016,8,95,Division 03
Battalion 09,Station Area 39,2016,9,67,Division 03
Battalion 09,Station Area 39,2016,10,55,Division 03
Battalion 09,Station Area 39,2016,11,78,Division 03
Battalion 09,Station Area 39,2016,12,62,Division 03
Battalion 09,Station Area 39,2017,1,57,Division 03
Battalion 09,Station Area 39,2017,2,61,Division 03
Battalion 09,Station Area 39,2017,3,75,Division 03
Battalion 09,Station Area 39,2017,4,51,Division 03
Battalion 09,Station Area 39,2017,5,65,Division 03
Battalion 09,Station Area 39,2017,6,61,Division 03
Battalion 09,Station Area 39,2017,7,39,Division 03
Battalion 09,Station Area 39,2017,8,62,Division 03
Battalion 09,Station Area 39,2017,9,90,Division 03
Battalion 09,Station Area 39,2017,10,101,Division 03
Battalion 09,Station Area 39,2017,11,96,Division 03
Battalion 09,Station Area 39,2017,12,68,Division 03
Battalion 09,Station Area 39,2018,1,58,Division 03
Battalion 09,Station Area 39,2018,2,50,Division 03
Battalion 09,Station Area 39,2018,3,48,Division 03
Battalion 09,Station Area 39,2018,4,52,Division 03
Battalion 09,Station Area 39,2018,5,69,Division 03
Battalion 09,Station Area 39,2018,6,59,Division 03
Battalion 09,Station Area 39,2018,7,65,Division 03
Battalion 09,Station Area 39,2018,8,53,Division 03
Battalion 09,Station Area 39,2018,9,52,Division 03
Battalion 09,Station Area 39,2018,10,89,Division 03
Battalion 09,Station Area 39,2018,11,63,Division 03
Battalion 09,Station Area 39,2018,12,98,Division 03
Battalion 09,Station Area 39,2019,1,112,Division 03
Battalion 09,Station Area 39,2019,2,75,Division 03
Battalion 09,Station Area 39,2019,3,88,Division 03
Battalion 09,Station Area 39,2019,4,81,Division 03
Battalion 09,Station Area 39,2019,5,70,Division 03
Battalion 09,Station Area 39,2019,6,78,Division 03
Battalion 09,Station Area 39,2019,7,61,Division 03
Battalion 09,Station Area 39,2019,8,76,Division 03
Battalion 09,Station Area 39,2019,9,74,Division 03
Battalion 09,Station Area 39,2019,10,88,Division 03
Battalion 09,Station Area 39,2019,11,91,Division 03
Battalion 09,Station Area 39,2019,12,62,Division 03
Battalion 09,Station Area 39,2020,1,76,Division 03
Battalion 09,Station Area 39,2020,2,51,Division 03
Battalion 09,Station Area 39,2020,3,63,Division 03
Battalion 09,Station Area 39,2020,4,36,Division 03
Battalion 09,Station Area 40,2008,7,2,Division 03
Battalion 09,Station Area 40,2009,10,1,Division 03
Battalion 09,Station Area 40,2013,10,2,Division 03
Battalion 09,Station Area 40,2014,6,1,Division 03
Battalion 09,Station Area 40,2014,10,2,Division 03
Battalion 09,Station Area 40,2015,9,2,Division 03
Battalion 09,Station Area 40,2015,10,2,Division 03
Battalion 09,Station Area 40,2016,8,2,Division 03
Battalion 09,Station Area 40,2017,1,1,Division 03
Battalion 09,Station Area 42,2000,4,14,Division 03
Battalion 09,Station Area 42,2000,5,34,Division 03
Battalion 09,Station Area 42,2000,6,51,Division 03
Battalion 09,Station Area 42,2000,7,41,Division 03
Battalion 09,Station Area 42,2000,8,41,Division 03
Battalion 09,Station Area 42,2000,9,53,Division 03
Battalion 09,Station Area 42,2000,10,64,Division 03
Battalion 09,Station Area 42,2000,11,54,Division 03
Battalion 09,Station Area 42,2000,12,76,Division 03
Battalion 09,Station Area 42,2001,1,31,Division 03
Battalion 09,Station Area 42,2001,2,43,Division 03
Battalion 09,Station Area 42,2001,3,64,Division 03
Battalion 09,Station Area 42,2001,4,64,Division 03
Battalion 09,Station Area 42,2001,5,53,Division 03
Battalion 09,Station Area 42,2001,6,51,Division 03
Battalion 09,Station Area 42,2001,7,41,Division 03
Battalion 09,Station Area 42,2001,8,54,Division 03
Battalion 09,Station Area 42,2001,9,36,Division 03
Battalion 09,Station Area 42,2001,10,50,Division 03
Battalion 09,Station Area 42,2001,11,34,Division 03
Battalion 09,Station Area 42,2001,12,58,Division 03
Battalion 09,Station Area 42,2002,1,69,Division 03
Battalion 09,Station Area 42,2002,2,66,Division 03
Battalion 09,Station Area 42,2002,3,73,Division 03
Battalion 09,Station Area 42,2002,4,46,Division 03
Battalion 09,Station Area 42,2002,5,63,Division 03
Battalion 09,Station Area 42,2002,6,38,Division 03
Battalion 09,Station Area 42,2002,7,47,Division 03
Battalion 09,Station Area 42,2002,8,35,Division 03
Battalion 09,Station Area 42,2002,9,46,Division 03
Battalion 09,Station Area 42,2002,10,46,Division 03
Battalion 09,Station Area 42,2002,11,49,Division 03
